codice_proiezione,data_ora_proiezione,titolo_film,genere,regista,anno,durata_minuti,eta_minima,prezzo_biglietto
PRO008156,2027-03-02 15:00:00,Glory,Biography,Edward Zwick,1989,122,16,7.50
PRO008157,2027-03-03 10:00:00,The Terminator,Action,James Cameron,1984,107,12,7.50
PRO008158,2027-03-03 13:00:00,The Muppet Christmas Carol,Comedy,Brian Henson,1992,85,0,8.50
PRO008159,2027-03-03 15:00:00,Kill Bill: Vol. 2,Action,Quentin Tarantino,2004,137,12,8.00
PRO008160,2027-03-04 10:00:00,After Hours,Comedy,Martin Scorsese,1985,97,12,8.50
PRO008161,2027-03-05 10:00:00,Misery,Drama,Rob Reiner,1990,107,16,8.50
PRO008162,2027-03-06 10:30:00,Stalag 17,Comedy,Billy Wilder,1953,120,12,8.50
PRO008163,2027-03-06 13:30:00,La planète sauvage,Animation,René Laloux,1973,72,0,7.50
PRO008164,2027-03-06 15:30:00,Hedwig and the Angry Inch,Comedy,John Cameron Mitchell,2001,95,16,7.50
PRO008165,2027-03-07 10:30:00,La battaglia di Algeri,Drama,Gillo Pontecorvo,1966,121,12,7.00
PRO008166,2027-03-07 13:30:00,The Goonies,Adventure,Richard Donner,1985,114,0,6.50
PRO008167,2027-03-07 16:30:00,Life of Brian,Comedy,Terry Jones,1979,94,16,7.00
PRO008168,2027-03-07 19:00:00,Dial M for Murder,Crime,Alfred Hitchcock,1954,105,12,8.50
PRO008169,2027-03-08 10:30:00,Willy Wonka & the Chocolate Factory,Family,Mel Stuart,1971,100,0,8.50
PRO008170,2027-03-08 13:00:00,La planète sauvage,Animation,René Laloux,1973,72,0,7.00
PRO008171,2027-03-08 15:00:00,Kaze no tani no Naushika,Animation,Hayao Miyazaki,1984,117,0,7.00
PRO008172,2027-03-09 10:30:00,Escape from Alcatraz,Action,Don Siegel,1979,112,12,7.00
PRO008173,2027-03-10 10:30:00,Willy Wonka & the Chocolate Factory,Family,Mel Stuart,1971,100,0,7.00
PRO008174,2027-03-10 13:00:00,Dial M for Murder,Crime,Alfred Hitchcock,1954,105,12,6.50
PRO008175,2027-03-10 15:30:00,The Muppet Christmas Carol,Comedy,Brian Henson,1992,85,0,8.50
PRO008176,2027-03-11 10:00:00,Taegukgi hwinalrimyeo,Action,Je-kyu Kang,2004,140,16,6.50
PRO008177,2027-03-11 13:30:00,Toki o kakeru shôjo,Animation,Mamoru Hosoda,2006,98,0,7.00
PRO008178,2027-03-11 16:00:00,Taegukgi hwinalrimyeo,Action,Je-kyu Kang,2004,140,16,8.00
PRO008179,2027-03-12 10:30:00,Toki o kakeru shôjo,Animation,Mamoru Hosoda,2006,98,0,8.50
PRO008180,2027-03-13 10:30:00,Le dîner de cons,Comedy,Francis Veber,1998,80,12,8.00
PRO008181,2027-03-13 12:30:00,Stalag 17,Comedy,Billy Wilder,1953,120,12,6.50
PRO008182,2027-03-13 15:30:00,All the President's Men,Biography,Alan J. Pakula,1976,138,0,8.50
PRO008183,2027-03-14 10:00:00,Close Encounters of the Third Kind,Drama,Steven Spielberg,1977,138,0,8.00
PRO008184,2027-03-14 13:00:00,La dolce vita,Comedy,Federico Fellini,1960,174,12,6.50
PRO008185,2027-03-14 17:00:00,All the President's Men,Biography,Alan J. Pakula,1976,138,0,7.50
PRO008186,2027-03-15 10:30:00,The Lord of the Rings: The Fellowship of the Ring,Action,Peter Jackson,2001,178,0,8.50
PRO008187,2027-03-15 14:00:00,La planète sauvage,Animation,René Laloux,1973,72,0,8.50
PRO008188,2027-03-16 10:00:00,Persepolis,Animation,Vincent Paronnaud,2007,96,12,7.50
PRO008189,2027-03-16 12:30:00,All the President's Men,Biography,Alan J. Pakula,1976,138,0,8.00
PRO008190,2027-03-16 15:30:00,Duck Soup,Comedy,Leo McCarey,1933,69,12,7.50
PRO008191,2027-03-17 10:30:00,In the Heat of the Night,Crime,Norman Jewison,1967,110,0,8.50
PRO008192,2027-03-17 13:00:00,The Lord of the Rings: The Fellowship of the Ring,Action,Peter Jackson,2001,178,0,7.00
PRO008193,2027-03-18 10:30:00,Duck Soup,Comedy,Leo McCarey,1933,69,12,7.00
PRO008194,2027-03-18 12:30:00,Kill Bill: Vol. 2,Action,Quentin Tarantino,2004,137,12,7.00
PRO008195,2027-03-18 15:30:00,All the President's Men,Biography,Alan J. Pakula,1976,138,0,6.50
PRO008196,2027-03-19 10:30:00,Star Wars: Episode VI - Return of the Jedi,Action,Richard Marquand,1983,131,0,6.50
PRO008197,2027-03-19 13:30:00,Toki o kakeru shôjo,Animation,Mamoru Hosoda,2006,98,0,7.50
PRO008198,2027-03-19 16:00:00,The Lord of the Rings: The Fellowship of the Ring,Action,Peter Jackson,2001,178,0,8.00
PRO008199,2027-03-20 10:30:00,Stalag 17,Comedy,Billy Wilder,1953,120,12,8.50
PRO008200,2027-03-20 13:30:00,The Right Stuff,Adventure,Philip Kaufman,1983,193,6,7.00
PRO008201,2027-03-20 17:30:00,Raging Bull,Biography,Martin Scorsese,1980,129,12,7.50
PRO008202,2027-03-21 10:30:00,Gegen die Wand,Drama,Fatih Akin,2004,121,16,8.50
PRO008203,2027-03-21 13:30:00,Citizen Kane,Drama,Orson Welles,1941,119,12,6.50
PRO008204,2027-03-21 16:30:00,Kill Bill: Vol. 2,Action,Quentin Tarantino,2004,137,12,7.00
PRO008205,2027-03-22 10:30:00,The Silence of the Lambs,Crime,Jonathan Demme,1991,118,12,8.50
PRO008206,2027-03-22 13:30:00,Lagaan: Once Upon a Time in India,Adventure,Ashutosh Gowariker,2001,224,0,7.00
PRO008207,2027-03-22 18:00:00,The Red Shoes,Drama,Michael Powell,1948,135,12,9.00
PRO008208,2027-03-23 10:30:00,The Silence of the Lambs,Crime,Jonathan Demme,1991,118,12,8.50
PRO008209,2027-03-23 13:30:00,Duck Soup,Comedy,Leo McCarey,1933,69,12,8.50
PRO008210,2027-03-24 10:00:00,All the President's Men,Biography,Alan J. Pakula,1976,138,0,8.00
PRO008211,2027-03-25 10:00:00,The Goonies,Adventure,Richard Donner,1985,114,0,8.50
PRO008212,2027-03-25 12:30:00,Kaze no tani no Naushika,Animation,Hayao Miyazaki,1984,117,0,7.50
PRO008213,2027-03-26 10:00:00,The Great Dictator,Comedy,Charles Chaplin,1940,125,12,8.00
PRO008214,2027-03-26 13:00:00,La dolce vita,Comedy,Federico Fellini,1960,174,12,8.50
PRO008215,2027-03-27 10:30:00,Duck Soup,Comedy,Leo McCarey,1933,69,12,7.50
PRO008216,2027-03-27 12:30:00,Raging Bull,Biography,Martin Scorsese,1980,129,12,6.50
PRO008217,2027-03-27 15:30:00,The Red Shoes,Drama,Michael Powell,1948,135,12,6.50
PRO008218,2027-03-27 18:30:00,My Cousin Vinny,Comedy,Jonathan Lynn,1992,120,12,9.50
PRO008219,2027-03-28 10:00:00,Close Encounters of the Third Kind,Drama,Steven Spielberg,1977,138,0,8.50
PRO008220,2027-03-28 13:30:00,The Red Shoes,Drama,Michael Powell,1948,135,12,6.50
PRO008221,2027-03-28 16:30:00,Persepolis,Animation,Vincent Paronnaud,2007,96,12,7.50
PRO008222,2027-03-29 10:30:00,The Goonies,Adventure,Richard Donner,1985,114,0,7.00
PRO008223,2027-03-29 13:30:00,October Sky,Biography,Joe Johnston,1999,108,6,8.00
PRO008224,2027-03-29 16:30:00,Million Dollar Baby,Drama,Clint Eastwood,2004,132,12,6.50
PRO008225,2027-03-30 10:30:00,Willy Wonka & the Chocolate Factory,Family,Mel Stuart,1971,100,0,6.50
PRO008226,2027-03-31 10:00:00,Close Encounters of the Third Kind,Drama,Steven Spielberg,1977,138,0,6.50
PRO008227,2027-03-31 13:00:00,Kaze no tani no Naushika,Animation,Hayao Miyazaki,1984,117,0,7.00
PRO008228,2027-04-01 10:30:00,Star Wars,Action,George Lucas,1977,121,12,8.00
PRO008229,2027-04-02 10:30:00,Cowboy Bebop: Tengoku no tobira,Animation,Shin'ichirô Watanabe,2001,115,0,7.50
PRO008230,2027-04-02 13:00:00,Star Wars,Action,George Lucas,1977,121,12,7.50
PRO008231,2027-04-02 16:00:00,Lagaan: Once Upon a Time in India,Adventure,Ashutosh Gowariker,2001,224,0,7.00
PRO008232,2027-04-03 10:00:00,October Sky,Biography,Joe Johnston,1999,108,6,7.50
PRO008233,2027-04-03 12:30:00,Persepolis,Animation,Vincent Paronnaud,2007,96,12,8.00
PRO008234,2027-04-03 15:00:00,The Man Who Shot Liberty Valance,Drama,John Ford,1962,123,12,8.50
PRO008235,2027-04-04 10:00:00,Kill Bill: Vol. 2,Action,Quentin Tarantino,2004,137,12,7.50
PRO008236,2027-04-04 13:00:00,Star Wars,Action,George Lucas,1977,121,12,6.50
PRO008237,2027-04-04 16:00:00,The Great Dictator,Comedy,Charles Chaplin,1940,125,12,8.50
PRO008238,2027-04-04 19:00:00,Escape from Alcatraz,Action,Don Siegel,1979,112,12,10.00
PRO008239,2027-04-05 10:00:00,October Sky,Biography,Joe Johnston,1999,108,6,7.00
PRO008240,2027-04-06 10:00:00,October Sky,Biography,Joe Johnston,1999,108,6,6.50
PRO008241,2027-04-07 10:00:00,The Man Who Shot Liberty Valance,Drama,John Ford,1962,123,12,8.00
PRO008242,2027-04-07 13:00:00,Dark City,Mystery,Alex Proyas,1998,100,12,7.00
PRO008243,2027-04-08 10:00:00,The Lord of the Rings: The Fellowship of the Ring,Action,Peter Jackson,2001,178,0,8.50
PRO008244,2027-04-08 13:30:00,The Lord of the Rings: The Fellowship of the Ring,Action,Peter Jackson,2001,178,0,8.50
PRO008245,2027-04-09 10:30:00,Escape from Alcatraz,Action,Don Siegel,1979,112,12,8.50
PRO008246,2027-04-09 13:30:00,No Country for Old Men,Crime,Ethan Coen,2007,122,16,6.50
PRO008247,2027-04-10 10:00:00,Lagaan: Once Upon a Time in India,Adventure,Ashutosh Gowariker,2001,224,0,8.50
PRO008248,2027-04-10 14:30:00,Star Wars,Action,George Lucas,1977,121,12,8.00
PRO008249,2027-04-10 17:30:00,Persepolis,Animation,Vincent Paronnaud,2007,96,12,8.50
PRO008250,2027-04-11 10:00:00,La battaglia di Algeri,Drama,Gillo Pontecorvo,1966,121,12,8.50
PRO008251,2027-04-11 13:00:00,Seppuku,Action,Masaki Kobayashi,1962,133,12,7.50
PRO008252,2027-04-11 16:00:00,Kill Bill: Vol. 2,Action,Quentin Tarantino,2004,137,12,6.50
PRO008253,2027-04-11 19:30:00,The Night of the Hunter,Crime,Charles Laughton,1955,92,12,8.50
PRO008254,2027-04-12 10:30:00,The Last Samurai,Action,Edward Zwick,2003,154,12,6.50
PRO008255,2027-04-12 14:00:00,Willy Wonka & the Chocolate Factory,Family,Mel Stuart,1971,100,0,8.50
PRO008256,2027-04-13 10:30:00,The Night of the Hunter,Crime,Charles Laughton,1955,92,12,7.50
PRO008257,2027-04-13 13:00:00,Lagaan: Once Upon a Time in India,Adventure,Ashutosh Gowariker,2001,224,0,8.50
PRO008258,2027-04-14 10:00:00,Cabaret,Drama,Bob Fosse,1972,124,12,7.50
PRO008259,2027-04-14 13:00:00,October Sky,Biography,Joe Johnston,1999,108,6,6.50
PRO008260,2027-04-15 10:00:00,Mystic River,Crime,Clint Eastwood,2003,138,12,8.50
PRO008261,2027-04-15 13:00:00,The Night of the Hunter,Crime,Charles Laughton,1955,92,12,7.00
PRO008262,2027-04-15 15:30:00,The Last Samurai,Action,Edward Zwick,2003,154,12,8.50
PRO008263,2027-04-16 10:00:00,Seppuku,Action,Masaki Kobayashi,1962,133,12,6.50
PRO008264,2027-04-16 13:00:00,Brief Encounter,Drama,David Lean,1945,86,0,7.00
PRO008265,2027-04-16 15:00:00,The Lord of the Rings: The Two Towers,Action,Peter Jackson,2002,179,12,8.00
PRO008266,2027-04-17 10:30:00,Close Encounters of the Third Kind,Drama,Steven Spielberg,1977,138,0,8.50
PRO008267,2027-04-17 13:30:00,The Man Who Shot Liberty Valance,Drama,John Ford,1962,123,12,7.50
PRO008268,2027-04-17 16:30:00,La haine,Crime,Mathieu Kassovitz,1995,98,12,8.00
PRO008269,2027-04-17 19:00:00,The Night of the Hunter,Crime,Charles Laughton,1955,92,12,10.00
PRO008270,2027-04-18 10:30:00,Willy Wonka & the Chocolate Factory,Family,Mel Stuart,1971,100,0,8.50
PRO008271,2027-04-18 13:00:00,Fa yeung nin wah,Drama,Kar-Wai Wong,2000,98,0,8.50
PRO008272,2027-04-18 15:30:00,In a Lonely Place,Drama,Nicholas Ray,1950,94,12,8.00
PRO008273,2027-04-18 18:00:00,October Sky,Biography,Joe Johnston,1999,108,6,10.00
PRO008274,2027-04-19 10:30:00,The Color Purple,Drama,Steven Spielberg,1985,154,0,6.50
PRO008275,2027-04-20 10:00:00,The Great Dictator,Comedy,Charles Chaplin,1940,125,12,7.50
PRO008276,2027-04-21 10:30:00,Mystic River,Crime,Clint Eastwood,2003,138,12,8.00
PRO008277,2027-04-22 10:30:00,Fa yeung nin wah,Drama,Kar-Wai Wong,2000,98,0,6.50
PRO008278,2027-04-23 10:30:00,In a Lonely Place,Drama,Nicholas Ray,1950,94,12,8.00
PRO008279,2027-04-23 13:00:00,Jûbê ninpûchô,Animation,Yoshiaki Kawajiri,1993,94,12,8.50
PRO008280,2027-04-23 15:30:00,The Lord of the Rings: The Two Towers,Action,Peter Jackson,2002,179,12,7.00
PRO008281,2027-04-24 10:00:00,La dolce vita,Comedy,Federico Fellini,1960,174,12,8.00
PRO008282,2027-04-24 14:00:00,Cowboy Bebop: Tengoku no tobira,Animation,Shin'ichirô Watanabe,2001,115,0,8.50
PRO008283,2027-04-24 17:00:00,Million Dollar Baby,Drama,Clint Eastwood,2004,132,12,8.00
PRO008284,2027-04-25 10:00:00,Kakushi-toride no san-akunin,Adventure,Akira Kurosawa,1958,139,12,8.00
PRO008285,2027-04-25 13:00:00,The Right Stuff,Adventure,Philip Kaufman,1983,193,6,8.50
PRO008286,2027-04-25 17:00:00,In a Lonely Place,Drama,Nicholas Ray,1950,94,12,7.50
PRO008287,2027-04-26 10:00:00,Brief Encounter,Drama,David Lean,1945,86,0,7.50
PRO008288,2027-04-26 12:00:00,Escape from Alcatraz,Action,Don Siegel,1979,112,12,8.50
PRO008289,2027-04-26 15:00:00,Dà hóng denglong gaogao guà,Drama,Yimou Zhang,1991,125,6,8.00
PRO008290,2027-04-27 10:30:00,Cowboy Bebop: Tengoku no tobira,Animation,Shin'ichirô Watanabe,2001,115,0,6.50
PRO008291,2027-04-27 13:00:00,Jûbê ninpûchô,Animation,Yoshiaki Kawajiri,1993,94,12,7.50
PRO008292,2027-04-27 15:30:00,Dom za vesanje,Comedy,Emir Kusturica,1988,142,16,7.50
PRO008293,2027-04-28 10:00:00,The Night of the Hunter,Crime,Charles Laughton,1955,92,12,8.00
PRO008294,2027-04-28 12:30:00,Cabaret,Drama,Bob Fosse,1972,124,12,7.50
PRO008295,2027-04-28 15:30:00,Duck Soup,Comedy,Leo McCarey,1933,69,12,8.50
PRO008296,2027-04-29 10:30:00,The Lord of the Rings: The Two Towers,Action,Peter Jackson,2002,179,12,7.00
PRO008297,2027-04-29 14:30:00,Cast Away,Adventure,Robert Zemeckis,2000,143,12,8.00
PRO008298,2027-04-30 10:00:00,The Right Stuff,Adventure,Philip Kaufman,1983,193,6,7.50
PRO008299,2027-04-30 14:00:00,The Red Shoes,Drama,Michael Powell,1948,135,12,8.50
PRO008300,2027-05-01 10:00:00,Heat,Crime,Michael Mann,1995,170,12,7.00
PRO008301,2027-05-01 13:30:00,La haine,Crime,Mathieu Kassovitz,1995,98,12,6.50
PRO008302,2027-05-01 16:00:00,Snatch,Comedy,Guy Ritchie,2000,104,12,7.50
PRO008303,2027-05-02 10:00:00,Seppuku,Action,Masaki Kobayashi,1962,133,12,7.50
PRO008304,2027-05-02 13:00:00,Heat,Crime,Michael Mann,1995,170,12,7.00
PRO008305,2027-05-02 17:00:00,Gandhi,Biography,Richard Attenborough,1982,191,0,6.50
PRO008306,2027-05-02 21:00:00,Badlands,Action,Terrence Malick,1973,94,6,8.50
PRO008307,2027-05-03 10:00:00,Jûbê ninpûchô,Animation,Yoshiaki Kawajiri,1993,94,12,6.50
PRO008308,2027-05-04 10:30:00,Gandhi,Biography,Richard Attenborough,1982,191,0,6.50
PRO008309,2027-05-05 10:00:00,Kakushi-toride no san-akunin,Adventure,Akira Kurosawa,1958,139,12,8.50
PRO008310,2027-05-06 10:00:00,The Great Dictator,Comedy,Charles Chaplin,1940,125,12,8.50
PRO008311,2027-05-06 13:00:00,Cabaret,Drama,Bob Fosse,1972,124,12,8.00
PRO008312,2027-05-06 16:00:00,Kakushi-toride no san-akunin,Adventure,Akira Kurosawa,1958,139,12,8.50
PRO008313,2027-05-07 10:00:00,Escape from Alcatraz,Action,Don Siegel,1979,112,12,6.50
PRO008314,2027-05-07 12:30:00,King Kong,Adventure,Merian C. Cooper,1933,100,12,8.00
PRO008315,2027-05-08 10:30:00,A Streetcar Named Desire,Drama,Elia Kazan,1951,122,12,8.00
PRO008316,2027-05-08 13:30:00,Vertigo,Mystery,Alfred Hitchcock,1958,128,12,8.50
PRO008317,2027-05-08 16:30:00,First Blood,Action,Ted Kotcheff,1982,93,12,7.50
PRO008318,2027-05-09 10:30:00,Gandhi,Biography,Richard Attenborough,1982,191,0,7.50
PRO008319,2027-05-09 14:30:00,Dom za vesanje,Comedy,Emir Kusturica,1988,142,16,7.50
PRO008320,2027-05-09 17:30:00,Dark City,Mystery,Alex Proyas,1998,100,12,8.00
PRO008321,2027-05-09 20:00:00,Brief Encounter,Drama,David Lean,1945,86,0,9.50
PRO008322,2027-05-10 10:00:00,First Blood,Action,Ted Kotcheff,1982,93,12,8.00
PRO008323,2027-05-10 12:30:00,Dom za vesanje,Comedy,Emir Kusturica,1988,142,16,6.50
PRO008324,2027-05-11 10:00:00,Fa yeung nin wah,Drama,Kar-Wai Wong,2000,98,0,7.00
PRO008325,2027-05-11 12:30:00,Rain Man,Drama,Barry Levinson,1988,133,0,8.00
PRO008326,2027-05-12 10:00:00,All the President's Men,Biography,Alan J. Pakula,1976,138,0,8.50
PRO008327,2027-05-13 10:30:00,Mystic River,Crime,Clint Eastwood,2003,138,12,6.50
PRO008328,2027-05-14 10:00:00,Twelve Monkeys,Mystery,Terry Gilliam,1995,129,12,7.50
PRO008329,2027-05-15 10:00:00,Cast Away,Adventure,Robert Zemeckis,2000,143,12,7.00
PRO008330,2027-05-15 13:30:00,La haine,Crime,Mathieu Kassovitz,1995,98,12,8.00
PRO008331,2027-05-15 16:00:00,Heat,Crime,Michael Mann,1995,170,12,8.50
PRO008332,2027-05-15 19:30:00,Tropa de Elite,Action,José Padilha,2007,115,16,9.50
PRO008333,2027-05-16 10:30:00,King Kong,Adventure,Merian C. Cooper,1933,100,12,8.50
PRO008334,2027-05-16 13:00:00,All the President's Men,Biography,Alan J. Pakula,1976,138,0,6.50
PRO008335,2027-05-16 16:00:00,King Kong,Adventure,Merian C. Cooper,1933,100,12,7.50
PRO008336,2027-05-16 18:30:00,First Blood,Action,Ted Kotcheff,1982,93,12,8.50
PRO008337,2027-05-17 10:00:00,The Lord of the Rings: The Two Towers,Action,Peter Jackson,2002,179,12,8.00
PRO008338,2027-05-17 14:00:00,Brief Encounter,Drama,David Lean,1945,86,0,7.50
PRO008339,2027-05-18 10:00:00,Badlands,Action,Terrence Malick,1973,94,6,7.00
PRO008340,2027-05-18 12:30:00,Snatch,Comedy,Guy Ritchie,2000,104,12,8.50
PRO008341,2027-05-18 15:00:00,Gattaca,Drama,Andrew Niccol,1997,106,12,8.50
PRO008342,2027-05-19 10:00:00,Braveheart,Biography,Mel Gibson,1995,178,12,6.50
PRO008343,2027-05-20 10:30:00,Dazed and Confused,Comedy,Richard Linklater,1993,102,0,7.00
PRO008344,2027-05-20 13:00:00,Tropa de Elite,Action,José Padilha,2007,115,16,7.00
PRO008345,2027-05-20 15:30:00,Tombstone,Action,George P. Cosmatos,1993,130,16,6.50
PRO008346,2027-05-21 10:00:00,Sunset Blvd.,Drama,Billy Wilder,1950,110,12,8.00
PRO008347,2027-05-21 12:30:00,Dazed and Confused,Comedy,Richard Linklater,1993,102,0,6.50
PRO008348,2027-05-22 10:30:00,Snatch,Comedy,Guy Ritchie,2000,104,12,7.00
PRO008349,2027-05-22 13:00:00,Mystic River,Crime,Clint Eastwood,2003,138,12,6.50
PRO008350,2027-05-22 16:30:00,First Blood,Action,Ted Kotcheff,1982,93,12,7.00
PRO008351,2027-05-23 10:30:00,Cast Away,Adventure,Robert Zemeckis,2000,143,12,6.50
PRO008352,2027-05-23 14:00:00,The Last Samurai,Action,Edward Zwick,2003,154,12,8.00
PRO008353,2027-05-23 17:30:00,Heat,Crime,Michael Mann,1995,170,12,7.00
PRO008354,2027-05-24 10:30:00,Who's Afraid of Virginia Woolf?,Drama,Mike Nichols,1966,131,12,7.00
PRO008355,2027-05-25 10:00:00,Kakushi-toride no san-akunin,Adventure,Akira Kurosawa,1958,139,12,7.00
PRO008356,2027-05-26 10:30:00,Le scaphandre et le papillon,Biography,Julian Schnabel,2007,112,12,7.00
PRO008357,2027-05-26 13:00:00,Mystic River,Crime,Clint Eastwood,2003,138,12,7.00
PRO008358,2027-05-27 10:00:00,Badlands,Action,Terrence Malick,1973,94,6,8.50
PRO008359,2027-05-27 12:30:00,Badlands,Action,Terrence Malick,1973,94,6,6.50
PRO008360,2027-05-28 10:30:00,Hedwig and the Angry Inch,Comedy,John Cameron Mitchell,2001,95,16,7.00
PRO008361,2027-05-28 13:00:00,Dazed and Confused,Comedy,Richard Linklater,1993,102,0,8.50
PRO008362,2027-05-29 10:00:00,Gongdong gyeongbi guyeok JSA,Action,Chan-wook Park,2000,110,12,8.50
PRO008363,2027-05-29 12:30:00,Munna Bhai M.B.B.S.,Comedy,Rajkumar Hirani,2003,156,0,8.50
PRO008364,2027-05-29 16:00:00,Lost in Translation,Comedy,Sofia Coppola,2003,102,12,8.50
PRO008365,2027-05-29 18:30:00,North by Northwest,Adventure,Alfred Hitchcock,1959,136,0,8.50
PRO008366,2027-05-30 10:30:00,Happiness,Comedy,Todd Solondz,1998,134,12,7.00
PRO008367,2027-05-30 13:30:00,First Blood,Action,Ted Kotcheff,1982,93,12,8.00
PRO008368,2027-05-30 16:00:00,Tropa de Elite,Action,José Padilha,2007,115,16,8.00
PRO008369,2027-05-31 10:00:00,Tropa de Elite,Action,José Padilha,2007,115,16,7.50
PRO008370,2027-05-31 13:00:00,Twelve Monkeys,Mystery,Terry Gilliam,1995,129,12,6.50
PRO008371,2027-06-01 10:00:00,Sleepers,Crime,Barry Levinson,1996,147,12,6.50
PRO008372,2027-06-01 13:30:00,The Muppet Christmas Carol,Comedy,Brian Henson,1992,85,0,7.00
PRO008373,2027-06-01 16:00:00,Ikiru,Drama,Akira Kurosawa,1952,143,12,8.50
PRO008374,2027-06-02 10:30:00,The Thin Red Line,Drama,Terrence Malick,1998,170,12,7.50
PRO008375,2027-06-02 14:00:00,Dazed and Confused,Comedy,Richard Linklater,1993,102,0,6.50
PRO008376,2027-06-02 16:30:00,Ikiru,Drama,Akira Kurosawa,1952,143,12,6.50
PRO008377,2027-06-03 10:30:00,Det sjunde inseglet,Drama,Ingmar Bergman,1957,96,12,8.50
PRO008378,2027-06-03 13:00:00,Happiness,Comedy,Todd Solondz,1998,134,12,6.50
PRO008379,2027-06-04 10:00:00,The Elephant Man,Biography,David Lynch,1980,124,12,8.50
PRO008380,2027-06-04 13:00:00,Escape from Alcatraz,Action,Don Siegel,1979,112,12,7.50
PRO008381,2027-06-04 16:00:00,The Thin Red Line,Drama,Terrence Malick,1998,170,12,7.50
PRO008382,2027-06-05 10:30:00,Stand by Me,Adventure,Rob Reiner,1986,89,0,7.00
PRO008383,2027-06-05 12:30:00,Dazed and Confused,Comedy,Richard Linklater,1993,102,0,6.50
PRO008384,2027-06-05 15:00:00,King Kong,Adventure,Merian C. Cooper,1933,100,12,7.00
PRO008385,2027-06-06 10:00:00,Hedwig and the Angry Inch,Comedy,John Cameron Mitchell,2001,95,16,8.00
PRO008386,2027-06-06 12:30:00,Who's Afraid of Virginia Woolf?,Drama,Mike Nichols,1966,131,12,7.00
PRO008387,2027-06-06 15:30:00,La haine,Crime,Mathieu Kassovitz,1995,98,12,8.00
PRO008388,2027-06-07 10:00:00,Happiness,Comedy,Todd Solondz,1998,134,12,8.00
PRO008389,2027-06-07 13:00:00,The Bridges of Madison County,Drama,Clint Eastwood,1995,135,12,6.50
PRO008390,2027-06-07 16:00:00,La montaña sagrada,Adventure,Alejandro Jodorowsky,1973,114,16,7.50
PRO008391,2027-06-08 10:00:00,Happiness,Comedy,Todd Solondz,1998,134,12,7.50
PRO008392,2027-06-08 13:00:00,Lost in Translation,Comedy,Sofia Coppola,2003,102,12,7.00
PRO008393,2027-06-08 15:30:00,La montaña sagrada,Adventure,Alejandro Jodorowsky,1973,114,16,8.00
PRO008394,2027-06-09 10:30:00,Gattaca,Drama,Andrew Niccol,1997,106,12,7.50
PRO008395,2027-06-09 13:00:00,Enemy at the Gates,Drama,Jean-Jacques Annaud,2001,131,12,7.50
PRO008396,2027-06-09 16:00:00,The Killing Fields,Biography,Roland Joffé,1984,141,12,7.50
PRO008397,2027-06-10 10:30:00,Match Point,Drama,Woody Allen,2005,124,16,7.00
PRO008398,2027-06-11 10:30:00,Enemy at the Gates,Drama,Jean-Jacques Annaud,2001,131,12,8.50
PRO008399,2027-06-12 10:00:00,Rocky,Drama,John G. Avildsen,1976,120,0,8.50
PRO008400,2027-06-12 13:00:00,Gattaca,Drama,Andrew Niccol,1997,106,12,8.00
PRO008401,2027-06-12 15:30:00,"Lock, Stock and Two Smoking Barrels",Action,Guy Ritchie,1998,107,12,8.50
PRO008402,2027-06-12 18:00:00,The Illusionist,Drama,Neil Burger,2006,110,0,9.50
PRO008403,2027-06-13 10:00:00,The Thin Red Line,Drama,Terrence Malick,1998,170,12,8.50
PRO008404,2027-06-13 14:00:00,The Muppet Christmas Carol,Comedy,Brian Henson,1992,85,0,8.50
PRO008405,2027-06-13 16:30:00,Munna Bhai M.B.B.S.,Comedy,Rajkumar Hirani,2003,156,0,7.50
PRO008406,2027-06-14 10:00:00,Match Point,Drama,Woody Allen,2005,124,16,6.50
PRO008407,2027-06-14 13:00:00,The Incredibles,Animation,Brad Bird,2004,115,0,7.50
PRO008408,2027-06-14 16:00:00,The Muppet Christmas Carol,Comedy,Brian Henson,1992,85,0,7.00
PRO008409,2027-06-15 10:00:00,The Illusionist,Drama,Neil Burger,2006,110,0,7.00
PRO008410,2027-06-15 12:30:00,The Thin Red Line,Drama,Terrence Malick,1998,170,12,7.00
PRO008411,2027-06-15 16:30:00,Tombstone,Action,George P. Cosmatos,1993,130,16,7.00
PRO008412,2027-06-16 10:30:00,Lost in Translation,Comedy,Sofia Coppola,2003,102,12,8.00
PRO008413,2027-06-17 10:30:00,Munna Bhai M.B.B.S.,Comedy,Rajkumar Hirani,2003,156,0,7.00
PRO008414,2027-06-17 14:00:00,Gattaca,Drama,Andrew Niccol,1997,106,12,7.50
PRO008415,2027-06-18 10:30:00,The Great Dictator,Comedy,Charles Chaplin,1940,125,12,7.50
PRO008416,2027-06-18 13:30:00,Rio Bravo,Action,Howard Hawks,1959,141,12,7.50
PRO008417,2027-06-18 16:30:00,Happiness,Comedy,Todd Solondz,1998,134,12,7.50
PRO008418,2027-06-19 10:00:00,Blazing Saddles,Comedy,Mel Brooks,1974,93,12,7.00
PRO008419,2027-06-19 12:30:00,Happiness,Comedy,Todd Solondz,1998,134,12,7.00
PRO008420,2027-06-19 15:30:00,Hedwig and the Angry Inch,Comedy,John Cameron Mitchell,2001,95,16,7.00
PRO008421,2027-06-19 18:00:00,Lost in Translation,Comedy,Sofia Coppola,2003,102,12,9.50
